COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
CHELAN,2014,Wenatchee Police Department,33078,2166,65.48,442,13.36,0,0,36,293,3,1,0,109,1410,42.63,5,1,185,28,113,1,15,1062,314,9.49,282,0,2,1,29,0
CHELAN,2015,Wenatchee Police Department,33230,2479,74.6,563,16.94,0,0,34,394,3,1,0,131,1584,47.67,4,1,184,43,202,1,7,1142,332,9.99,293,0,1,0,38,0
CHELAN,2016,Wenatchee Police Department,33550,2474,73.74,581,17.32,0,0,34,395,8,13,1,130,1538,45.84,6,0,173,26,207,1,13,1112,355,10.58,302,0,4,9,40,0
CHELAN,2017,Wenatchee Police Department,34071,2044,59.99,500,14.68,1,0,33,352,8,15,1,90,1227,36.01,7,0,126,49,203,1,16,825,317,9.3,281,0,0,5,29,2
CHELAN,2018,Wenatchee Police Department,34530,2179,63.1,549,15.9,0,0,40,386,5,14,0,104,1317,38.14,5,0,106,39,217,3,17,930,313,9.06,274,0,5,0,33,1
CHELAN,2019,Wenatchee Police Department,34693,1992,57.42,476,13.72,1,0,29,337,2,3,0,104,1118,32.23,1,0,82,35,220,2,11,767,398,11.47,371,0,2,0,23,2
CHELAN,2020,Wenatchee Police Department,35145,2001,56.94,496,14.11,1,0,26,338,4,13,0,114,1218,34.66,3,0,82,24,289,0,6,814,287,8.17,244,0,2,0,40,1
CLALLAM,2012,COUNTY TOTAL,72000,5237,72.7,1241,17.2,5,1,80,915,13,23,0,204,3552,49.3,7,1,642,126,788,3,25,1960,444,6.2,373,0,4,2,65,0
CLALLAM,2013,COUNTY TOTAL,72350,5081,70.2,1245,17.2,1,0,66,870,8,22,0,278,3431,47.4,6,0,575,87,721,2,24,2016,405,5.6,319,0,8,1,77,0
CLALLAM,2014,COUNTY TOTAL,72500,4673,64.5,1195,16.5,3,0,52,880,6,13,0,241,3102,42.8,11,0,521,89,602,0,27,1852,376,5.2,319,0,4,0,53,0
CLALLAM,2015,COUNTY TOTAL,72652,4923,67.8,1227,16.9,0,0,73,886,7,15,0,246,3392,46.7,10,0,532,93,669,1,17,2070,304,4.2,240,0,9,0,55,0
CLALLAM,2016,COUNTY TOTAL,73410,4359,59.4,1206,16.4,3,0,78,881,6,21,0,217,2820,38.4,11,0,445,92,564,1,11,1696,333,4.5,257,0,14,0,62,0
CLALLAM,2017,COUNTY TOTAL,74240,4159,56,1097,14.8,3,0,97,782,6,12,0,197,2694,36.3,8,0,358,74,582,1,22,1649,368,5,310,0,7,1,50,0
CLALLAM,2018,COUNTY TOTAL,75130,4288,57.1,1186,15.8,3,0,92,875,5,15,0,196,2744,36.5,4,0,399,69,622,2,20,1628,358,4.8,291,0,11,0,56,0
CLALLAM,2019,COUNTY TOTAL,76010,4107,54,1227,16.1,6,0,81,891,8,17,0,224,2530,33.3,9,0,325,81,580,1,19,1515,350,4.6,278,0,14,5,53,0
CLALLAM,2020,COUNTY TOTAL,76770,3698,48.2,1052,13.7,2,1,74,761,4,16,0,194,2396,31.2,15,1,270,60,618,0,17,1415,250,3.3,198,0,5,1,46,0
CLALLAM,2012,Clallam County Sheriffs Office,42560,1791,42.08,443,10.41,4,0,24,324,5,8,0,78,1242,29.18,2,1,305,28,250,0,11,645,106,2.49,90,0,0,0,16,0
CLALLAM,2013,Clallam County Sheriffs Office,42830,1795,41.91,480,11.21,0,0,32,333,2,8,0,105,1224,28.58,1,0,301,30,245,0,4,643,91,2.12,70,0,0,1,20,0
CLALLAM,2014,Clallam County Sheriffs Office,42935,1573,36.64,429,9.99,2,0,15,319,2,4,0,87,1054,24.55,1,0,268,21,211,0,6,547,90,2.1,68,0,1,0,21,0
CLALLAM,2015,Clallam County Sheriffs Office,43030,1666,38.72,458,10.64,0,0,23,334,3,2,0,96,1114,25.89,4,0,267,30,218,1,4,590,94,2.18,72,0,3,0,19,0
CLALLAM,2016,Clallam County Sheriffs Office,43485,1461,33.6,482,11.08,2,0,33,348,4,7,0,88,868,19.96,6,0,193,24,174,0,3,468,111,2.55,85,0,3,0,23,0
CLALLAM,2017,Clallam County Sheriffs Office,43995,1314,29.87,363,8.25,1,0,35,263,1,3,0,60,830,18.87,4,0,177,22,168,0,3,456,121,2.75,104,0,2,0,15,0
CLALLAM,2018,Clallam County Sheriffs Office,44685,1445,32.34,438,9.8,3,0,35,316,3,4,0,77,870,19.47,2,0,194,20,209,1,7,437,137,3.07,115,0,4,0,18,0
CLALLAM,2019,Clallam County Sheriffs Office,45060,1313,29.14,425,9.43,1,0,26,309,2,9,0,78,762,16.91,2,0,131,26,184,0,4,415,126,2.8,96,0,5,0,25,0
CLALLAM,2020,Clallam County Sheriffs Office,45520,1474,32.38,429,9.42,1,0,31,309,3,4,0,81,909,19.97,5,1,137,23,223,0,7,513,136,2.99,112,0,2,0,22,0
CLALLAM,2012,Forks Police Department,3545,265,74.75,65,18.34,1,0,7,46,3,0,0,8,167,47.11,1,0,35,1,31,0,0,99,33,9.31,30,0,0,0,3,0
CLALLAM,2013,Forks Police Department,3545,229,64.6,67,18.9,0,0,3,55,1,0,0,8,130,36.67,0,0,14,3,28,0,3,82,32,9.03,25,0,2,0,5,0
CLALLAM,2014,Forks Police Department,3565,254,71.25,83,23.28,0,0,5,54,2,1,0,21,122,34.22,2,0,23,4,27,0,2,64,49,13.74,43,0,0,0,6,0
CLALLAM,2015,Forks Police Department,3565,254,71.25,76,21.32,0,0,6,57,0,0,0,13,144,40.39,0,0,22,1,33,0,1,87,34,9.54,25,0,2,0,7,0
CLALLAM,2016,Forks Police Department,3580,180,50.28,50,13.97,0,0,0,38,0,1,0,11,99,27.65,1,0,12,0,15,0,1,70,31,8.66,26,0,0,0,5,0
CLALLAM,2017,Forks Police Department,3595,293,81.5,90,25.03,0,0,6,62,1,1,0,20,149,41.45,2,0,17,1,40,0,1,88,54,15.02,51,0,0,0,3,0
CLALLAM,2018,Forks Police Department,3615,264,73.03,99,27.39,0,0,10,73,1,0,0,15,113,31.26,0,0,12,5,28,0,0,68,52,14.38,46,0,1,0,5,0
CLALLAM,2019,Forks Police Department,3635,236,64.92,92,25.31,0,0,2,73,1,0,0,16,99,27.24,0,0,12,3,23,0,0,61,45,12.38,41,0,2,0,2,0
CLALLAM,2020,Forks Police Department,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLALLAM,2012,Port Angeles Police Department,19100,2320,121.47,562,29.42,0,1,36,428,4,11,0,82,1547,80.99,4,0,251,80,404,2,12,794,211,11.05,169,0,4,2,36,0
CLALLAM,2013,Port Angeles Police Department,19120,2210,115.59,562,29.39,1,0,27,382,5,13,0,134,1485,77.67,2,0,198,42,363,1,15,864,163,8.53,117,0,4,0,42,0
CLALLAM,2014,Port Angeles Police Department,19090,2129,111.52,592,31.01,1,0,30,444,2,8,0,107,1380,72.29,7,0,169,49,276,0,17,862,157,8.22,132,0,2,0,23,0
CLALLAM,2015,Port Angeles Police Department,19140,2322,121.32,577,30.15,0,0,37,419,4,10,0,107,1651,86.26,6,0,193,43,355,0,12,1042,94,4.91,68,0,3,0,23,0
CLALLAM,2016,Port Angeles Police Department,19270,2148,111.47,558,28.96,0,0,38,413,1,11,0,95,1472,76.39,4,0,208,49,312,1,5,893,118,6.12,81,0,9,0,28,0
CLALLAM,2017,Port Angeles Police Department,19370,1930,99.64,536,27.67,2,0,48,376,3,8,0,99,1278,65.98,2,0,124,33,284,1,17,817,116,5.99,83,0,4,1,28,0
CLALLAM,2018,Port Angeles Police Department,19370,2012,103.87,532,27.47,0,0,38,407,1,5,0,81,1368,70.62,1,0,164,33,328,1,11,830,112,5.78,83,0,4,0,25,0
CLALLAM,2019,Port Angeles Police Department,19620,1958,99.8,619,31.55,4,0,47,444,5,7,0,112,1231,62.74,5,0,133,27,310,1,15,740,108,5.5,84,0,3,5,16,0
CLALLAM,2020,Port Angeles Police Department,19710,1729,87.72,526,26.69,1,1,40,386,1,9,0,88,1133,57.48,9,0,100,24,314,0,10,676,70,3.55,49,0,1,1,19,0
CLALLAM,2012,Sequim Police Department,6795,861,126.71,171,25.17,0,0,13,117,1,4,0,36,596,87.71,0,0,51,17,103,1,2,422,94,13.83,84,0,0,0,10,0
CLALLAM,2013,Sequim Police Department,6855,847,123.56,136,19.84,0,0,4,100,0,1,0,31,592,86.36,3,0,62,12,85,1,2,427,119,17.36,107,0,2,0,10,0
CLALLAM,2014,Sequim Police Department,6910,717,103.76,91,13.17,0,0,2,63,0,0,0,26,546,79.02,1,0,61,15,88,0,2,379,80,11.58,76,0,1,0,3,0
CLALLAM,2015,Sequim Police Department,6917,681,98.45,116,16.77,0,0,7,76,0,3,0,30,483,69.83,0,0,50,19,63,0,0,351,82,11.85,75,0,1,0,6,0
CLALLAM,2016,Sequim Police Department,7075,570,80.57,116,16.4,1,0,7,82,1,2,0,23,381,53.85,0,0,32,19,63,0,2,265,73,10.32,65,0,2,0,6,0
CLALLAM,2017,Sequim Police Department,7280,622,85.44,108,14.84,0,0,8,81,1,0,0,18,437,60.03,0,0,40,18,90,0,1,288,77,10.58,72,0,1,0,4,0
CLALLAM,2018,Sequim Police Department,7460,567,76.01,117,15.68,0,0,9,79,0,6,0,23,393,52.68,1,0,29,11,57,0,2,293,57,7.64,47,0,2,0,8,0
CLALLAM,2019,Sequim Police Department,7695,600,77.97,91,11.83,1,0,6,65,0,1,0,18,438,56.92,2,0,49,25,63,0,0,299,71,9.23,57,0,4,0,10,0
CLALLAM,2020,Sequim Police Department,7860,495,62.98,97,12.34,0,0,3,66,0,3,0,25,354,45.04,1,0,33,13,81,0,0,226,44,5.6,37,0,2,0,5,0
CLARK,2012,Battle Ground Police Department,17920,1006,56.14,226,12.61,0,0,16,162,1,3,0,44,585,32.65,2,0,54,3,129,0,4,393,195,10.88,184,0,1,1,9,0
CLARK,2013,Battle Ground Police Department,18130,706,38.94,141,7.78,0,0,8,118,0,0,0,15,494,27.25,2,0,58,1,91,0,1,341,71,3.92,71,0,0,0,0,0
CLARK,2014,Battle Ground Police Department,18685,726,38.85,157,8.4,0,1,8,138,1,2,0,7,481,25.74,5,0,51,2,105,0,3,315,88,4.71,80,0,0,0,8,0
CLARK,2015,Battle Ground Police Department,19250,975,50.65,198,10.29,1,0,10,175,0,3,0,9,671,34.86,5,1,53,7,125,1,3,476,106,5.51,95,0,0,0,11,0
CLARK,2016,Battle Ground Police Department,19640,864,43.99,195,9.93,3,1,19,157,0,3,0,12,574,29.23,1,0,40,12,119,0,1,401,95,4.84,85,0,0,0,10,0
CLARK,2017,Battle Ground Police Department,20370,740,36.33,194,9.52,0,0,26,159,0,0,0,9,444,21.8,4,0,27,5,89,1,4,314,102,5.01,84,0,0,1,15,2
CLARK,2018,Battle Ground Police Department,20894,898,42.98,197,9.43,2,0,17,147,0,3,0,28,625,29.91,3,0,56,5,125,1,4,431,76,3.64,72,0,0,0,4,0
CLARK,2019,Battle Ground Police Department,21524,805,37.4,78,3.62,0,0,12,53,0,4,0,9,658,30.57,0,0,58,11,124,0,6,459,69,3.21,56,0,0,0,12,1
CLARK,2020,Battle Ground Police Department,22182,786,35.43,142,6.4,0,0,18,99,0,1,0,24,595,26.82,2,0,45,7,122,2,3,414,49,2.21,39,0,0,0,9,1
CLARK,2012,COUNTY TOTAL,431169,22287,51.7,5130,11.9,7,0,265,4200,15,38,0,605,15708,36.4,100,0,2462,504,2594,3,231,9814,1449,3.4,1276,0,14,16,143,0
CLARK,2013,COUNTY TOTAL,435999,19582,44.9,4589,10.5,3,1,211,3762,21,24,0,567,13902,31.9,78,0,2129,302,2219,5,197,8972,1091,2.5,938,0,11,3,139,0
CLARK,2014,COUNTY TOTAL,442720,18421,41.6,4588,10.4,7,1,235,3768,10,40,0,527,12745,28.8,96,0,1806,172,2227,4,208,8232,1088,2.5,943,0,17,3,125,0
CLARK,2015,COUNTY TOTAL,451738,20878,46.2,4612,10.2,6,0,294,3662,9,91,0,550,15074,33.4,120,1,1878,243,2550,5,189,10088,1192,2.6,1010,0,4,7,171,0
CLARK,2016,COUNTY TOTAL,461324,20517,44.5,4648,10.1,7,1,330,3594,6,102,0,608,14697,31.9,82,0,1739,327,2753,0,196,9600,1172,2.5,1006,0,0,6,160,0
CLARK,2017,COUNTY TOTAL,476474,19323,40.6,4751,10,12,0,420,3582,10,87,0,640,13524,28.4,80,0,1331,277,2756,5,176,8899,1048,2.2,867,0,0,4,172,5
CLARK,2018,COUNTY TOTAL,479421,19959,41.6,5491,11.5,8,0,391,4219,5,124,1,743,13636,28.4,79,1,1350,279,2629,6,212,9080,832,1.7,703,0,6,2,119,2
CLARK,2019,COUNTY TOTAL,488410,21917,44.9,5730,11.7,8,2,461,4313,7,137,0,802,15009,30.7,54,0,1544,364,2945,5,228,9869,1178,2.4,929,0,0,5,235,9
CLARK,2020,COUNTY TOTAL,499102,26260,52.6,6653,13.3,10,3,421,5246,3,141,3,826,18592,37.3,90,3,1798,270,3705,11,221,12494,1015,2,753,1,1,5,245,10
CLARK,2012,Camas Police Department,20020,826,41.26,184,9.19,0,0,5,170,3,0,0,6,535,26.72,7,0,89,19,90,0,1,329,107,5.34,98,0,3,0,6,0
CLARK,2013,Camas Police Department,20320,744,36.61,180,8.86,0,0,9,161,1,0,0,9,511,25.15,6,0,67,6,96,0,2,334,53,2.61,48,0,0,0,5,0
CLARK,2014,Camas Police Department,20880,578,27.68,135,6.47,0,0,13,120,0,0,0,2,399,19.11,3,0,53,9,80,0,3,251,44,2.11,40,0,0,0,4,0
CLARK,2015,Camas Police Department,21210,655,30.88,131,6.18,0,0,9,109,0,1,0,12,477,22.49,4,0,59,2,85,0,1,326,47,2.22,42,0,0,0,5,0
CLARK,2016,Camas Police Department,22192,719,32.4,129,5.81,0,0,9,104,0,1,0,15,550,24.78,2,0,67,6,132,0,2,341,40,1.8,34,0,0,0,6,0
CLARK,2017,Camas Police Department,23080,752,32.58,149,6.46,0,0,7,121,0,0,0,21,580,25.13,4,0,70,2,106,2,3,393,23,1,19,0,0,0,4,0
CLARK,2018,Camas Police Department,23770,541,22.76,139,5.85,1,0,15,107,0,0,0,16,387,16.28,1,0,35,4,87,2,2,256,15,0.63,12,0,0,0,2,1
CLARK,2019,Camas Police Department,24090,468,19.43,81,3.36,0,0,5,58,0,1,0,17,362,15.03,0,0,30,4,63,0,2,263,25,1.04,20,0,0,0,5,0
CLARK,2020,Camas Police Department,25140,662,26.33,114,4.53,0,0,6,77,0,1,0,30,529,21.04,3,0,39,3,93,2,1,388,19,0.76,14,0,0,0,5,0
CLARK,2012,Clark County Sheriffs Office,207494,7139,34.41,1545,7.45,2,0,89,1265,5,4,0,180,5164,24.89,31,0,1160,166,737,0,51,3019,430,2.07,387,0,0,0,43,0
CLARK,2013,Clark County Sheriffs Office,209325,6202,29.63,1460,6.97,1,0,62,1188,11,7,0,191,4399,21.02,33,0,914,84,671,3,39,2655,343,1.64,299,0,3,2,39,0
CLARK,2014,Clark County Sheriffs Office,211760,6024,28.45,1549,7.31,1,0,69,1281,2,16,0,180,4191,19.79,39,0,805,64,767,1,47,2468,284,1.34,247,0,5,0,32,0
CLARK,2015,Clark County Sheriffs Office,216205,6630,30.67,1434,6.63,3,0,106,1102,3,23,0,197,4864,22.5,39,0,732,65,744,1,40,3243,332,1.54,273,0,1,1,57,0
CLARK,2016,Clark County Sheriffs Office,220405,6141,27.86,1372,6.22,4,0,112,1036,4,22,0,194,4408,20,23,0,684,80,700,0,45,2876,361,1.64,316,0,0,3,42,0
CLARK,2017,Clark County Sheriffs Office,224875,4987,22.18,1399,6.22,3,0,151,982,7,29,0,227,3287,14.62,18,0,426,47,569,2,50,2175,301,1.34,253,0,0,2,45,1
CLARK,2018,Clark County Sheriffs Office,224200,3977,17.74,1197,5.34,2,0,102,850,3,23,0,217,2673,11.92,19,1,377,36,449,2,49,1740,107,0.48,83,0,4,2,17,1
CLARK,2019,Clark County Sheriffs Office,228695,5010,21.91,1115,4.88,4,0,96,771,1,30,0,213,3619,15.82,10,0,431,39,620,3,28,2488,276,1.21,234,0,0,2,34,6
CLARK,2020,Clark County Sheriffs Office,231925,7156,30.85,1689,7.28,4,2,145,1135,0,39,1,363,5195,22.4,22,1,504,36,871,5,43,3713,272,1.17,207,0,0,2,57,6
CLARK,2012,La Center Police Department,2985,112,37.52,21,7.04,0,0,1,16,1,0,0,3,78,26.13,0,0,7,1,24,0,0,46,13,4.36,13,0,0,0,0,0
CLARK,2013,La Center Police Department,3015,146,48.42,25,8.29,0,0,0,19,0,0,0,6,111,36.82,0,0,4,1,11,0,1,94,10,3.32,8,0,0,0,2,0
CLARK,2014,La Center Police Department,3050,61,20,10,3.28,0,0,0,9,0,0,0,1,45,14.75,0,0,2,0,14,0,0,29,6,1.97,6,0,0,0,0,0
CLARK,2015,La Center Police Department,3100,55,17.74,13,4.19,0,0,0,12,0,0,0,1,39,12.58,0,0,2,1,5,0,1,30,3,0.97,3,0,0,0,0,0
CLARK,2016,La Center Police Department,3147,91,28.92,16,5.08,0,0,0,14,1,0,0,1,67,21.29,0,0,14,0,9,0,0,44,8,2.54,8,0,0,0,0,0
CLARK,2017,La Center Police Department,3197,94,29.4,18,5.63,0,0,0,18,0,0,0,0,72,22.52,0,0,9,5,18,0,0,40,4,1.25,3,0,0,0,1,0
CLARK,2018,La Center Police Department,3320,50,15.06,11,3.31,0,0,0,8,0,1,0,2,31,9.34,0,0,2,1,3,0,0,25,8,2.41,8,0,0,0,0,0
CLARK,2019,La Center Police Department,3406,121,35.53,39,11.45,0,0,1,34,0,1,0,3,66,19.38,7,0,11,1,7,1,1,38,16,4.7,14,0,0,0,2,0
CLARK,2020,La Center Police Department,3705,179,48.31,46,12.42,0,0,3,38,0,0,0,5,97,26.18,0,0,9,3,6,0,0,79,36,9.72,33,1,0,0,2,0
CLARK,2012,Ridgefield Police Department,5210,132,25.34,27,5.18,0,0,2,22,0,0,0,3,92,17.66,1,0,8,1,24,0,0,58,13,2.5,12,0,0,0,1,0
CLARK,2013,Ridgefield Police Department,5545,139,25.07,30,5.41,0,0,0,25,1,0,0,4,100,18.03,0,0,8,2,30,0,1,59,9,1.62,6,0,0,0,3,0
CLARK,2014,Ridgefield Police Department,6035,133,22.04,32,5.3,0,0,1,30,0,0,0,1,95,15.74,0,0,2,0,25,0,0,68,6,0.99,6,0,0,0,0,0
CLARK,2015,Ridgefield Police Department,6403,192,29.99,26,4.06,0,0,2,23,1,0,0,0,151,23.58,1,0,22,2,25,0,1,100,15,2.34,15,0,0,0,0,0
CLARK,2016,Ridgefield Police Department,6875,198,28.8,33,4.8,0,0,2,28,1,0,0,2,155,22.55,5,0,21,0,30,0,0,99,10,1.45,8,0,0,0,2,0
CLARK,2017,Ridgefield Police Department,7235,253,34.97,80,11.06,0,0,6,52,2,1,0,19,147,20.32,1,0,13,0,33,0,0,100,26,3.59,24,0,0,0,2,0
CLARK,2018,Ridgefield Police Department,7711,266,34.5,67,8.69,0,0,7,49,0,2,0,9,181,23.47,2,0,21,1,33,1,1,122,18,2.33,14,0,0,0,4,0
CLARK,2019,Ridgefield Police Department,8895,216,24.28,56,6.3,0,0,5,42,2,0,0,7,145,16.3,0,0,16,3,33,1,1,91,15,1.69,11,0,0,0,3,1
CLARK,2020,Ridgefield Police Department,9770,480,49.13,62,6.35,0,0,2,44,0,1,0,15,401,41.04,1,0,33,2,86,1,0,278,17,1.74,15,0,0,0,2,0
CLARK,2012,Vancouver Police Department,163200,12379,75.85,2903,17.79,5,0,139,2378,4,31,0,346,8831,54.11,53,0,1082,300,1511,3,173,5709,645,3.95,541,0,10,15,79,0
CLARK,2013,Vancouver Police Department,165084,11005,66.66,2557,15.49,2,1,122,2080,7,17,0,328,7858,47.6,36,0,1022,205,1234,2,148,5211,590,3.57,495,0,7,1,87,0
CLARK,2014,Vancouver Police Department,167400,10198,60.92,2547,15.22,6,0,137,2050,7,22,0,325,7040,42.05,48,0,828,93,1147,3,151,4770,611,3.65,526,0,9,3,73,0
CLARK,2015,Vancouver Police Department,170400,11620,68.19,2642,15.5,2,0,161,2105,4,62,0,308,8341,48.95,69,0,955,158,1479,3,138,5539,637,3.74,536,0,3,6,92,0
CLARK,2016,Vancouver Police Department,173505,11892,68.54,2698,15.55,0,0,181,2087,0,72,0,358,8593,49.53,50,0,874,228,1688,0,147,5606,601,3.46,509,0,0,3,89,0
CLARK,2017,Vancouver Police Department,181928,11866,65.22,2718,14.94,9,0,212,2111,1,57,0,328,8636,47.47,52,0,759,215,1830,0,118,5662,512,2.81,419,0,0,0,93,0
CLARK,2018,Vancouver Police Department,183500,13510,73.62,3652,19.9,3,0,230,2905,2,92,1,419,9326,50.82,52,0,824,223,1863,0,156,6208,532,2.9,446,0,2,0,84,0
CLARK,2019,Vancouver Police Department,185300,14688,79.27,4217,22.76,3,0,325,3259,3,100,0,527,9782,52.79,36,0,962,301,2030,0,186,6267,689,3.72,518,0,0,3,168,0
CLARK,2020,Vancouver Police Department,189700,16127,85.01,4343,22.89,5,1,224,3672,3,94,2,342,11258,59.35,62,1,1128,210,2420,1,170,7266,526,2.77,358,0,1,2,164,1
CLARK,2012,WSU Vancouver Police Department,,9,,1,,0,0,1,0,0,0,0,0,8,,0,0,1,0,0,0,0,7,0,,0,0,0,0,0,0
CLARK,2013,WSU Vancouver Police Department,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0
CLARK,2014,WSU Vancouver Police Department,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
CLARK,2015,WSU Vancouver Police Department,0,13,0,1,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0
CLARK,2016,WSU Vancouver Police Department,0,6,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
CLARK,2017,WSU Vancouver Police Department,0,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CLARK,2018,WSU Vancouver Police Department,0,4,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CLARK,2019,WSU Vancouver Police Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARK,2020,WSU Vancouver Police Department,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CLARK,2012,Washougal Police Department,14340,684,47.7,223,15.55,0,0,12,187,1,0,0,23,415,28.94,6,0,61,14,79,0,2,253,46,3.21,41,0,0,0,5,0
CLARK,2013,Washougal Police Department,14580,630,43.21,196,13.44,0,0,10,171,1,0,0,14,419,28.74,1,0,55,3,86,0,5,269,15,1.03,11,0,1,0,3,0
CLARK,2014,Washougal Police Department,14910,693,46.48,158,10.6,0,0,7,140,0,0,0,11,486,32.6,1,0,64,4,89,0,4,324,49,3.29,38,0,3,0,8,0
CLARK,2015,Washougal Police Department,15170,738,48.65,167,11.01,0,0,6,135,1,2,0,23,519,34.21,2,0,54,8,87,0,5,363,52,3.43,46,0,0,0,6,0
CLARK,2016,Washougal Police Department,15560,606,38.95,203,13.05,0,0,7,166,0,4,0,26,346,22.24,1,0,38,1,75,0,1,230,57,3.66,46,0,0,0,11,0
CLARK,2017,Washougal Police Department,15789,627,39.71,192,12.16,0,0,17,139,0,0,0,36,355,22.48,1,0,27,3,111,0,1,212,80,5.07,65,0,0,1,12,2
CLARK,2018,Washougal Police Department,16026,713,44.49,226,14.1,0,0,19,152,0,3,0,52,411,25.65,2,0,35,9,69,0,0,296,76,4.74,68,0,0,0,8,0
CLARK,2019,Washougal Police Department,16500,609,36.91,144,8.73,1,2,17,96,1,1,0,26,377,22.85,1,0,36,5,68,0,4,263,88,5.33,76,0,0,0,11,1
CLARK,2020,Washougal Police Department,16680,866,51.92,257,15.41,1,0,23,181,0,5,0,47,513,30.76,0,1,37,9,107,0,3,356,96,5.76,87,0,0,1,6,2
COLUMBIA,2012,COUNTY TOTAL,4100,262,63.9,39,9.5,1,0,4,33,0,1,0,0,221,53.9,0,0,47,0,54,0,0,120,2,0.5,1,0,0,0,1,0
COLUMBIA,2013,COUNTY TOTAL,4100,295,72,46,11.2,0,0,2,39,0,0,0,5,249,60.7,1,0,51,0,31,0,0,166,0,0,0,0,0,0,0,0
COLUMBIA,2014,COUNTY TOTAL,4080,127,31.1,0,0,0,0,0,0,0,0,0,0,127,31.1,0,0,38,0,0,0,0,89,0,0,0,0,0,0,0,0
COLUMBIA,2015,COUNTY TOTAL,4090,83,20.3,2,0.5,0,0,0,2,0,0,0,0,80,19.6,1,0,28,0,0,0,0,51,1,0.2,1,0,0,0,0,0
COLUMBIA,2016,COUNTY TOTAL,4050,211,52.1,25,6.2,0,0,5,16,0,0,0,4,183,45.2,1,0,20,0,46,0,0,116,3,0.7,3,0,0,0,0,0
COLUMBIA,2017,COUNTY TOTAL,4100,179,43.7,80,19.5,0,0,3,69,0,0,0,8,96,23.4,1,0,21,1,21,0,1,51,3,0.7,0,0,0,0,3,0
COLUMBIA,2018,COUNTY TOTAL,4150,142,34.2,51,12.3,0,0,1,43,0,0,0,7,87,21,0,0,25,1,17,0,0,44,4,1,2,0,0,0,2,0
COLUMBIA,2019,COUNTY TOTAL,4160,214,51.4,93,22.4,0,0,2,70,0,0,0,21,118,28.4,1,0,23,0,29,0,0,65,3,0.7,1,0,0,0,2,0
COLUMBIA,2020,COUNTY TOTAL,4185,153,36.6,60,14.3,0,0,0,45,0,0,0,15,91,21.7,0,0,31,0,18,0,0,42,2,0.5,2,0,0,0,0,0
COLUMBIA,2012,Columbia County Sheriffs Office,4100,262,63.9,39,9.51,1,0,4,33,0,1,0,0,221,53.9,0,0,47,0,54,0,0,120,2,0.49,1,0,0,0,1,0
COLUMBIA,2013,Columbia County Sheriffs Office,4100,295,71.95,46,11.22,0,0,2,39,0,0,0,5,249,60.73,1,0,51,0,31,0,0,166,0,0,0,0,0,0,0,0
COLUMBIA,2014,Columbia County Sheriffs Office,4080,127,31.13,0,0,0,0,0,0,0,0,0,0,127,31.13,0,0,38,0,0,0,0,89,0,0,0,0,0,0,0,0
COLUMBIA,2015,Columbia County Sheriffs Office,4090,83,20.29,2,0.49,0,0,0,2,0,0,0,0,80,19.56,1,0,28,0,0,0,0,51,1,0.24,1,0,0,0,0,0
COLUMBIA,2016,Columbia County Sheriffs Office,4050,211,52.1,25,6.17,0,0,5,16,0,0,0,4,183,45.19,1,0,20,0,46,0,0,116,3,0.74,3,0,0,0,0,0
COLUMBIA,2017,Columbia County Sheriffs Office,4100,179,43.66,80,19.51,0,0,3,69,0,0,0,8,96,23.41,1,0,21,1,21,0,1,51,3,0.73,0,0,0,0,3,0
